timestamp_ns,value
1000000000,0.000
1001000000,0.000
1002000000,0.000
1003000000,0.000
1004000000,0.000
1005000000,0.000
1006000000,0.000
1007000000,0.000
1008000000,0.000
1009000000,0.000
1010000000,0.000
1011000000,0.000
1012000000,0.000
1013000000,0.000
1014000000,0.000
1015000000,0.000
1016000000,0.000
1017000000,0.000
1018000000,0.000
1019000000,0.000
1020000000,0.000
1021000000,0.000
1022000000,0.000
1023000000,0.000
1024000000,0.000
1025000000,0.000
1026000000,0.000
1027000000,0.000
1028000000,0.000
1029000000,0.000
1030000000,0.000
1031000000,0.000
1032000000,0.000
1033000000,0.000
1034000000,0.000
1035000000,0.000
1036000000,0.000
1037000000,0.000
1038000000,0.000
1039000000,0.000
1040000000,0.000
1041000000,0.000
1042000000,0.000
1043000000,0.000
1044000000,0.000
1045000000,0.000
1046000000,0.000
1047000000,0.000
1048000000,0.000
1049000000,0.000
1050000000,0.000
1051000000,0.000
1052000000,0.000
1053000000,0.000
1054000000,0.000
1055000000,0.000
1056000000,0.000
1057000000,0.000
1058000000,0.000
1059000000,0.000
1060000000,0.000
1061000000,0.000
1062000000,0.000
1063000000,0.000
